security,mean_vol,std_vol,mean_vol5,std_vol5,mean_vol10,std_vol10,mean_vol20,std_vol20,mean_vol60,std_vol60
AMGN,18.956094297323805,201.8188099113606,94.78047148661902,500.7661769735757,189.56094297323804,742.7585911184315,379.1218859464761,1143.330710420646,1137.3656578394284,2455.0786094992186
CTSH,23.321422166176266,174.12655083468943,116.60711083088133,458.90719009093067,233.21422166176265,726.3208014535602,466.4284433235253,1203.77430973486,1399.285329970576,2927.5887520162955
BIIB,9.284339358273785,82.65663402490475,46.42169679136892,203.10428336588805,92.84339358273785,310.8547608901669,185.6867871654757,494.6651888928795,557.060361496427,1125.9421427216666
HSIC,6.786523048900098,63.43405855598654,33.93261524450049,155.75612870527465,67.86523048900098,236.0021177505199,135.73046097800196,371.80885334469724,407.1913829340059,834.1382042722565
DISCK,31.935297043575734,254.50774686381465,159.67648521787865,620.7298289500499,319.3529704357573,933.3703405685277,638.7059408715146,1441.0591643150815,1916.117822614544,3029.2217333958038
AVGO,13.656763345943673,88.85041453847505,68.28381672971837,233.73584686976943,136.56763345943673,373.46967317015697,273.13526691887347,624.7689771389072,819.4058007566205,1514.7417213242268
FANG,21.766114613983465,144.38449411497632,108.83057306991734,357.12012684494835,217.66114613983467,551.6539357036554,435.32229227966934,886.5665788816254,1305.966876839008,2083.761254122551
PTC,6.9497372845733505,59.64611186936805,34.748686422866754,147.42120881433144,69.49737284573351,225.86831665642808,138.99474569146702,363.5110948975671,416.984237074401,828.6267058309063
TROW,8.005623511279248,75.48260128295217,40.028117556396246,187.04985888878335,80.05623511279249,280.5034199639403,160.11247022558499,433.1132857761812,480.3374106767549,948.5049420862401
MRNA,62.504550931764044,350.955675687215,312.52275465882025,912.0131791128503,625.0455093176405,1436.1257535300176,1250.091018635281,2349.4550466931423,3750.2730559058427,5552.040753668919
AMAT,51.053227546588204,264.2644188057669,255.26613773294102,723.8880953520736,510.53227546588204,1177.0765327320707,1021.0645509317641,2005.8789941601035,3063.193652795292,4930.046338413103
CERN,32.67746672271262,227.42306441426376,163.38733361356313,603.584639614678,326.77466722712626,963.7306719947511,653.5493344542525,1603.4458459952928,1960.6480033627574,3923.581543818783
CMCSA,138.05704287515763,797.0573531888292,690.2852143757882,2273.983223023382,1380.5704287515764,3719.6533532213352,2761.140857503153,6315.280765015046,8283.422572509458,15619.209209813653
LKQ,14.114333053103545,116.78945927936745,70.57166526551772,290.29491322851516,141.14333053103545,442.91991110954086,282.2866610620709,702.7028768348472,846.8599831862127,1602.225301430774
CINF,4.17820652935407,43.40661890100314,20.891032646770352,110.34608796572071,41.782065293540704,170.0726919415823,83.56413058708141,271.34975248550137,250.6923917612442,608.1335129079552
ODFL,4.7519567044976885,43.575286735464985,23.75978352248844,107.2803573139781,47.51956704497688,159.96092542407968,95.03913408995376,245.76417058302772,285.11740226986126,531.7453294390286
EXPD,8.676781560879922,72.47586192220459,43.383907804399605,187.20659515694203,86.76781560879921,291.2462567998708,173.53563121759842,474.69527081968175,520.6068936527953,1116.638636621019
AMZN,16.410562561300267,92.99665322075953,82.05281280650134,231.63311718404012,164.10562561300267,355.0700784987485,328.21125122600534,568.2446098887178,984.633753678016,1326.2259391573566
PCAR,15.197666386436879,115.75605772899094,75.9883319321844,296.29857885026615,151.9766638643688,459.98123350601713,303.9533277287376,740.0176652055238,911.8599831862127,1713.980359375414
PEP,35.18536219700154,182.0217777592695,175.9268109850077,523.3153448446582,351.8536219700154,853.6661962349272,703.7072439400308,1451.5198888165555,2111.1217318200925,3647.8994561270415
CSX,80.54964270701976,618.1297048023406,402.7482135350988,1562.1929286174816,805.4964270701976,2406.884774156299,1610.9928541403951,3875.0653395194677,4832.978562421185,8842.912752006507
ILMN,6.460394423427211,57.59225787014392,32.30197211713605,139.64446652581546,64.6039442342721,209.54169377245086,129.2078884685442,324.87554510314266,387.6236654056326,694.0720259481106
SBUX,59.549904021297465,309.17121428590355,297.7495201064873,852.6781481612734,595.4990402129746,1369.966295302661,1190.9980804259492,2300.2522398152496,3572.994241277848,5704.036951376968
CZR,19.802682499649713,134.21381723874444,99.01341249824857,333.833600301645,198.02682499649714,513.8699321987309,396.0536499929943,821.1370099399337,1188.1609499789827,1918.6744520396712
TSLA,132.20847414880203,582.181899434422,661.0423707440101,1562.522008080941,1322.0847414880202,2495.932310684,2644.1694829760404,4129.127374215346,7932.508448928121,9846.1816769733
SWKS,15.81509177525571,107.26563984019838,79.07545887627855,276.49313884870276,158.1509177525571,437.007269986216,316.3018355051142,724.3621749412596,948.9055065153426,1748.93288602821
DXCM,4.000547148661902,41.6099265670078,20.002735743309515,103.91051088472788,40.00547148661903,160.27137021632532,80.01094297323806,254.85794058975773,240.03282891971418,589.3478562305742
REGN,5.748893792910186,54.87425528669878,28.744468964550933,130.6961969973824,57.488937929101866,190.56490613216076,114.97787585820373,283.30886925677305,344.9336275746112,573.9738458435172
NLOK,27.8124842370744,304.9595298016138,139.06242118537202,766.6137138804423,278.12484237074403,1175.6331985519732,556.2496847414881,1843.1725705638776,1668.749054224464,4096.1106167447715
DLTR,24.58370603895194,162.75319736063696,122.9185301947597,440.041503645459,245.8370603895194,704.5461220230093,491.6741207790388,1189.3141027426275,1475.0223623371164,2989.427316048384
EBAY,59.70529704357573,327.5290070907961,298.52648521787864,846.2575412092185,597.0529704357573,1335.2952052453636,1194.1059408715146,2215.5146341301497,3582.3178226145437,5381.9151649252535
CSCO,136.44569216757742,1062.5076885123035,682.228460837887,2886.5213464558774,1364.456921675774,4529.037647448808,2728.913843351548,7553.517838442984,8186.7415300546445,17992.74173028991
MKTX,2.117929101863528,26.38364881909636,10.58964550931764,63.131705880231564,21.17929101863528,93.00171953978264,42.35858203727056,140.08239979711954,127.07574611181168,275.56880572357124
ADP,9.505075662042875,71.8007062362197,47.52537831021438,187.22998335506134,95.05075662042876,292.4626507959755,190.1015132408575,481.2802134115276,570.3045397225725,1131.1083924195052
REG,8.32568936527953,80.93503527684773,41.62844682639765,213.61188373116318,83.2568936527953,332.685060712765,166.5137873055906,544.4771382817073,499.54136191677173,1257.6604531837306
POOL,1.6481308673111952,22.605271470251527,8.240654336555975,53.4763189614405,16.48130867311195,78.28857025205602,32.9626173462239,116.30446352929592,98.88785203867171,224.84704574490593
QRVO,10.29166876839008,83.99060843319076,51.4583438419504,211.45652833657286,102.9166876839008,324.2656012506973,205.8333753678016,518.4667899500109,617.5001261034048,1183.2441070534953
TXN,33.48889659520807,182.99981006004012,167.44448297604035,515.1231276368991,334.8889659520807,857.6211605549828,669.7779319041614,1479.937795260337,2009.3337957124843,3713.666723379779
FTNT,7.99965811965812,66.52859236626796,39.998290598290595,165.98558620627122,79.99658119658119,253.71184544823362,159.99316239316238,400.80823659220374,479.9794871794872,863.1894858744279
TSCO,5.88914599971977,52.56462150632539,29.44572999859885,127.56129269321771,58.8914599971977,189.66757674746873,117.7829199943954,288.3282176149127,353.3487599831862,612.0290190070249
ZION,12.917955023118958,99.0261346394053,64.58977511559479,257.8023980022264,129.17955023118958,400.7589238301177,258.35910046237916,652.1686093707204,775.0773013871375,1483.7878448449337
ANSS,2.6073735463079726,30.977614341641015,13.036867731539862,74.46026638433656,26.073735463079725,111.28466197483037,52.14747092615945,168.79234273281037,156.44241277847834,348.2886897026066
FOX,11.40856802578114,175.50025201344783,57.0428401289057,436.01190894483204,114.0856802578114,662.6310374802977,228.1713605156228,1054.7105443733037,684.5140815468684,2317.2516500226493
ISRG,9.612876558778199,78.00264046238345,48.06438279389099,196.95439627311734,96.12876558778198,298.1251193176606,192.25753117556397,468.91021669500986,576.7725935266919,1022.1440078748324
VRSN,4.6655373406193075,45.65728593797011,23.32768670309654,118.21147550422748,46.65537340619308,177.08255570145207,93.31074681238616,277.1801618481036,279.9322404371585,591.3491135151313
IPGP,2.52152445004904,29.90931858627608,12.607622250245202,72.80264741638884,25.215244500490403,109.04143421646688,50.430489000980806,167.98141738771253,151.29146700294243,340.06962203918107
FITB,37.082035168838445,227.52335447124975,185.41017584419222,593.3122374958991,370.82035168838445,927.670298367678,741.6407033767689,1511.6372174556616,2224.922110130307,3568.3830598256536
ROST,18.378301807482135,117.33112625091476,91.89150903741067,306.321302490469,183.78301807482134,479.6269571993112,367.5660361496427,792.532583325267,1102.6981084489282,1926.4151863255522
VRTX,13.239042314698052,108.72083938269967,66.19521157349027,279.69328595667315,132.39042314698054,433.62836371617897,264.7808462939611,693.4049215032092,794.3425388818831,1558.2945845029567
XRAY,14.66208981364719,144.96357933733003,73.31044906823595,360.8452575132445,146.6208981364719,557.3677742280579,293.2417962729438,889.2857268919975,879.7253888188314,2017.3027887991252
ULTA,6.214752697211714,53.793862774740575,31.073763486058567,130.9831569824476,62.147526972117134,196.8699298228129,124.29505394423427,302.35305688347546,372.8851618327028,655.8908428550875
WYNN,26.16983466442483,249.00566524544104,130.84917332212413,588.1587076730267,261.69834664424826,867.7927713048146,523.3966932884965,1313.2926868075056,1570.1900798654897,2764.2531982945384
PAYX,12.256779459156508,82.7028253778764,61.283897295782545,215.62346203130542,122.56779459156509,340.8102684760586,245.13558918313018,557.7417496810735,735.4067675493905,1359.4908510676448
DISCA,55.66216477511559,364.787134782171,278.31082387557797,891.7654374301371,556.6216477511559,1331.6756822107568,1113.2432955023119,2044.215798008487,3339.7298865069356,4328.478370285358
HOLX,12.882257951520247,103.68421214859045,64.41128975760124,259.745966095349,128.82257951520248,398.56024593012904,257.64515903040495,636.2110832498465,772.9354770912148,1469.1393476103005
VRSK,5.499279108869273,53.14966441360765,27.496395544346363,136.95831978646902,54.99279108869273,209.27541650905235,109.98558217738545,326.0413898945881,329.9567465321564,697.3316567696385
MCHP,29.957799495586382,195.7446497075894,149.7889974779319,571.1272330517405,299.5779949558638,959.781261234922,599.1559899117276,1701.9589153489342,1797.4679697351828,4232.972292755471
NWSA,24.35852178786605,236.4047974832842,121.79260893933025,598.8230815301421,243.5852178786605,918.131565121788,487.170435757321,1442.774192573284,1461.511307271963,3099.606699267048
SBAC,4.114321843912008,39.66482121890492,20.571609219560038,96.95524857329686,41.143218439120076,146.34706482287783,82.28643687824015,227.85198612214907,246.85931063472046,497.2154547192099
ORLY,3.1245747512960627,34.06752879799035,15.622873756480313,80.34232567359437,31.245747512960627,117.62291439457508,62.49149502592125,175.31878238397374,187.47448507776377,348.651667916082
ZBRA,1.602113633179207,22.127103730633458,8.010568165896034,52.659816103132236,16.021136331792068,77.89788016373546,32.042272663584136,117.06897029703683,96.12681799075241,244.22560515285696
EA,20.688940731399747,132.81406090315596,103.44470365699874,332.5042832167353,206.88940731399748,514.2485105358784,413.77881462799496,828.6809467512724,1241.3364438839849,1952.6819437800555
INTC,189.4475304749895,1213.1509023954243,947.2376523749474,3293.5780289621357,1894.4753047498948,5332.943568540731,3788.9506094997896,8988.114756343992,11366.85182849937,21636.83179643181
NXPI,18.15000560459577,120.16522553193259,90.75002802297884,306.0733148609767,181.50005604595768,478.3739636406334,363.00011209191535,780.3351976073486,1089.0003362757461,1851.640145973465
FAST,22.46074260893933,165.3250437295875,112.30371304469665,438.9975874273954,224.6074260893933,690.4767372013947,449.2148521787866,1129.546683909754,1347.64455653636,2730.2288054275105
ENPH,17.12691887347625,127.15842677037722,85.63459436738125,313.7724824872943,171.2691887347625,472.7358536629753,342.538377469525,750.0853921345772,1027.615132408575,1674.1813662961208
FISV,37.81123020877119,228.48425406613444,189.05615104385595,597.8016664188815,378.1123020877119,943.7641108062949,756.2246041754238,1573.9413059853198,2268.6738125262714,3761.7800401403997
NWS,7.43543365559759,91.4394681502511,37.17716827798795,232.45247328659747,74.3543365559759,357.4469672563586,148.7086731119518,554.029507192539,446.1260193358554,1159.2226785304251
MAR,17.077454112372145,111.6070856866698,85.38727056186073,286.6679587479632,170.77454112372146,448.98852552235525,341.5490822474429,728.8216190322917,1024.6472467423287,1738.1180827781275
QCOM,67.30963710242399,363.23841503416287,336.5481855121199,969.0372578027166,673.0963710242398,1564.2674911520146,1346.1927420484797,2662.9119542928083,4038.578226145439,6633.489777021941
PYPL,89.26343701835505,488.3297149124012,446.31718509177523,1294.6335899970466,892.6343701835505,2054.589334548402,1785.268740367101,3429.565454122899,5355.806221101303,8307.905830090967
JKHY,4.0427623651394144,47.880257054159244,20.21381182569707,118.42555932412947,40.42762365139414,179.35984389743984,80.85524730278829,281.1741006907567,242.56574190836486,600.2628102677074
LNT,12.295615804960068,96.71801521856314,61.47807902480034,254.14743979275204,122.95615804960067,396.6216555614948,245.91231609920135,655.9307027033971,737.736948297604,1581.639659185992
INCY,19.28835715286535,154.6126408667228,96.44178576432675,417.25579204439714,192.8835715286535,648.1385538341311,385.767143057307,1084.7324603379052,1157.301429171921,2554.896297475782
COST,13.168139274204847,97.18829525539047,65.84069637102424,240.69922038763136,131.68139274204847,360.7413958051734,263.36278548409695,568.6806548161177,790.0883564522909,1270.696138181557
CTAS,2.671181168558218,30.74287917916227,13.355905842791088,74.94092247381151,26.711811685582177,113.1104624714677,53.423623371164354,176.86042695613085,160.27087011349306,380.3757270889238
TECH,1.0654147400868712,16.802767396301554,5.327073700434356,40.05429992533448,10.654147400868712,58.79859381195494,21.308294801737425,87.50390672352877,63.924884405212275,171.93188416918255
